Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3
Meerekenen;;true;true;true;true;true;true
Punten;;6;4;4;6;9;6
1000001;1A;1;4;4;5;4;4
1000002;1A;6;4;0;0;8;4
1000003;1A;3;2;4;1;9;3
1000004;1A;4;2;2;1;0;2
1000005;1A;0;1;0;1;0;6
1000006;1A;2;0;3;5;9;6
1000007;1A;6;0;2;3;0;3
1000008;1A;4;0;2;5;5;2
1000009;1A;4;1;1;2;7;6
1000010;1A;1;1;1;0;0;0
1000011;1A;6;4;0;0;8;2
1000012;1A;1;1;1;3;8;4
1000013;1A;3;1;4;1;5;3
1000014;1A;3;2;1;0;2;2
1000015;1A;4;4;0;6;4;2
1000016;1A;0;3;3;2;0;6
1000017;1A;6;0;1;5;5;1
1000018;1A;0;2;0;1;8;6
1000019;1A;3;0;3;3;1;5
1000020;1A;0;0;2;4;7;5
1000021;1A;0;3;3;0;0;0
1000022;1A;4;4;3;4;5;2
1000023;1A;0;1;2;3;1;6
1000024;1A;6;3;2;6;1;2
1000025;1A;3;3;4;1;0;5
1000026;1A;0;1;1;2;9;5
1000027;1A;2;0;3;0;7;1
1000028;1A;2;0;4;6;4;6
