Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3;3.1;3.2;3.3;4.1;4.2;4.3;5.1;5.2;5.3
Meerekenen;;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true
Punten;;8;5;9;4;4;1;3;1;3;3;2;2;1;9;3
1000001;1A;2;1;6;1;2;1;1;0;0;3;0;0;0;7;1
1000002;1A;7;0;7;1;4;1;1;1;0;1;0;1;0;9;2
1000003;1A;3;0;6;0;1;0;0;1;1;3;0;0;1;8;2
1000004;1A;7;0;8;4;2;0;1;1;2;2;0;0;1;3;2
1000005;1A;7;5;1;3;0;0;3;0;3;0;0;1;0;5;0
1000006;1A;6;4;6;1;0;0;1;0;3;2;0;0;0;1;2
1000007;1A;2;5;4;4;3;0;0;1;0;3;0;2;1;4;0
1000008;1A;8;4;7;1;3;0;2;1;0;2;0;2;1;3;2
1000009;1A;3;0;0;4;0;1;1;1;1;0;0;2;1;8;3
1000010;1A;7;3;9;3;2;1;0;0;0;0;0;1;1;8;1
1000011;1A;5;0;4;0;2;0;3;0;0;0;0;1;0;1;3
1000012;1A;6;4;9;1;0;1;0;0;0;3;2;0;1;7;2
1000013;1A;3;0;0;4;4;0;0;1;0;1;1;0;0;0;2
1000014;1A;1;4;6;0;0;1;1;0;0;0;1;0;1;2;3
1000015;1A;1;2;4;3;0;1;3;1;1;2;2;1;1;8;2
1000016;1A;1;2;0;4;3;1;3;0;2;1;0;2;0;3;2
1000017;1A;6;0;7;3;2;1;1;0;1;1;2;1;1;9;0
1000018;1A;6;1;0;1;2;0;3;1;1;0;1;2;0;5;3
1000019;1A;7;4;7;0;0;1;1;0;0;1;2;0;0;4;1
1000020;1A;0;3;5;1;4;0;1;1;2;2;1;0;1;8;0
1000021;1A;0;5;3;3;0;0;1;1;3;1;2;1;1;1;0
1000022;1A;7;3;4;1;2;0;1;1;0;3;2;2;1;7;1
