Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3
Meerekenen;;true;true;true;true;true;true
Punten;;8;6;6;8;1;7
1000001;1A;1;4;6;3;1;0
1000002;1A;6;4;1;7;0;5
1000003;1A;0;0;2;7;1;1
1000004;1A;2;2;4;0;0;0
1000005;1A;5;2;6;0;1;1
1000006;1A;5;4;3;7;1;6
1000007;1A;0;3;4;5;1;1
1000008;1A;7;1;4;6;0;1
1000009;1A;3;2;6;5;1;4
1000010;1A;1;6;2;5;1;4
1000011;1A;6;4;2;8;1;5
1000012;1A;1;2;1;3;1;2
1000013;1A;7;3;5;8;0;6
1000014;1A;2;6;3;1;1;4
1000015;1A;7;1;2;2;1;3
1000016;1A;2;2;6;4;1;5
1000017;1A;5;6;5;2;0;6
1000018;1A;5;5;5;4;1;2
1000019;1A;5;3;5;8;1;0
1000020;1A;4;1;3;8;0;6
