Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3;3.1;3.2;3.3;4.1;4.2;4.3;5.1;5.2;5.3;6.1;6.2;6.3;7.1;7.2;7.3;8.1;8.2;8.3;9.1;9.2;9.3
Meerekenen;;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true
Punten;;7;7;9;9;10;6;9;9;4;5;5;9;10;4;8;4;2;7;3;5;6;1;3;5;7;5;1
1000001;1A;0;2;1;1;2;0;1;0;1;3;3;8;10;2;3;0;1;7;1;1;5;1;1;2;1;5;1
1000002;1A;4;0;0;9;1;4;1;9;0;3;2;1;9;1;8;2;2;2;1;4;3;1;0;1;5;5;0
1000003;1A;4;1;3;6;1;6;0;7;4;1;1;3;5;2;7;1;0;0;3;0;2;1;1;3;4;5;0
1000004;1A;6;7;5;7;4;5;2;4;1;2;3;6;2;1;3;4;1;6;1;1;1;1;0;5;4;0;1
1000005;1A;7;2;4;4;2;1;6;2;1;3;3;1;8;4;7;3;1;2;1;5;4;1;1;5;5;4;1
1000006;1A;2;1;0;1;8;6;9;8;2;2;5;7;7;1;7;2;2;3;0;5;3;1;1;3;6;3;1
1000007;1A;3;5;1;8;1;3;6;3;2;2;2;7;4;0;1;3;2;3;1;4;6;1;0;3;5;0;0
1000008;1A;6;7;9;6;8;5;3;4;4;4;4;3;8;3;4;3;2;1;1;1;6;1;2;5;7;1;0
1000009;1A;6;7;4;7;8;0;1;4;4;0;4;0;4;0;7;0;1;7;3;1;1;1;3;2;0;3;0
1000010;1A;4;4;6;3;7;1;0;0;0;2;4;4;9;0;7;2;1;5;0;2;2;0;1;1;4;3;1
1000011;1A;3;2;7;9;9;0;9;4;3;4;3;2;4;0;3;4;0;3;2;3;5;0;1;1;5;5;0
1000012;1A;6;0;8;6;10;4;7;9;3;0;5;8;0;0;0;2;1;7;1;5;5;0;0;0;5;5;0
1000013;1A;3;7;4;6;5;5;9;5;0;4;0;4;1;0;0;4;1;1;2;4;2;1;3;1;3;5;1
1000014;1A;1;1;6;4;3;2;3;6;4;5;4;4;8;0;0;0;2;2;1;3;2;0;1;4;6;2;0
1000015;1A;0;2;9;4;1;5;0;9;0;2;5;1;2;0;4;0;1;1;0;5;4;0;0;5;2;0;0
1000016;1A;1;3;8;5;10;3;4;9;2;5;4;3;7;0;7;0;0;7;3;1;1;0;1;0;7;3;0
