Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3;3.1;3.2;3.3
Meerekenen;;true;true;true;true;true;true;true;true;true
Punten;;2;1;7;10;7;8;5;6;1
1000001;1A;1;1;3;3;4;4;2;4;0
1000002;1A;0;0;3;6;0;7;3;6;1
1000003;1A;0;0;6;2;6;6;3;0;1
1000004;1A;1;0;1;5;6;4;0;1;1
1000005;1A;1;1;2;0;5;6;4;6;0
1000006;1A;2;1;3;8;6;2;5;1;0
1000007;1A;2;1;1;7;7;0;2;4;0
1000008;1A;0;1;6;5;6;8;0;1;1
1000009;1A;0;0;1;6;3;1;3;5;0
1000010;1A;0;1;0;5;0;3;0;5;1
1000011;1A;2;1;2;4;4;0;4;2;0
1000012;1A;2;0;3;10;7;5;3;3;1
1000013;1A;1;1;3;8;1;7;1;2;0
1000014;1A;0;0;1;1;6;3;1;0;1
1000015;1A;1;0;1;4;1;6;5;5;1
1000016;1A;1;0;7;6;1;1;0;1;0
1000017;1A;0;0;2;3;3;6;0;2;1
