Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3;3.1;3.2;3.3;4.1;4.2;4.3;5.1;5.2;5.3
Meerekenen;;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true
Punten;;7;4;2;2;9;9;2;8;10;1;8;3;4;5;10
1000001;1A;5;2;1;2;0;6;2;7;0;1;0;1;0;1;4
1000002;1A;4;0;1;2;9;2;1;3;7;1;0;2;1;1;3
1000003;1A;3;0;0;1;6;2;1;8;7;0;7;1;4;5;3
1000004;1A;0;3;2;2;4;1;2;8;10;1;7;0;2;4;5
1000005;1A;1;4;2;0;5;1;1;5;0;0;2;3;1;0;10
1000006;1A;6;0;0;1;9;8;2;0;4;1;4;0;3;4;7
1000007;1A;6;4;2;2;4;5;0;3;9;1;5;1;0;0;9
1000008;1A;7;0;0;2;9;0;0;3;6;0;7;2;0;2;2
1000009;1A;2;2;1;2;2;7;1;1;9;1;0;2;3;1;8
1000010;1A;1;2;0;1;1;3;1;6;6;1;0;2;4;4;1
1000011;1A;1;2;2;2;7;7;2;4;4;1;5;2;3;5;0
1000012;1A;0;0;1;0;6;4;0;4;7;0;3;2;1;2;3
1000013;1A;4;2;2;0;8;4;1;6;0;0;5;1;3;0;2
1000014;1A;3;4;1;2;6;4;0;4;1;0;4;2;1;4;10
1000015;1A;6;4;1;1;0;5;2;6;5;1;3;0;2;2;5
1000016;1A;1;0;0;2;4;4;1;8;4;0;8;0;3;0;9
1000017;1A;1;3;0;0;7;6;1;0;4;0;2;3;2;0;8
1000018;1A;0;0;2;0;9;1;2;6;7;0;2;2;1;3;7
1000019;1A;4;2;2;1;8;4;1;2;4;0;2;1;0;2;0
1000020;1A;2;3;0;2;6;1;0;6;1;1;1;1;4;5;8
1000021;1A;2;1;2;2;9;7;0;0;5;0;8;3;3;3;4
1000022;1A;3;2;2;0;0;3;1;6;5;0;0;2;4;3;4
1000023;1A;3;0;1;1;9;7;1;3;8;0;3;0;3;1;7
1000024;1A;0;1;0;2;4;3;1;1;8;1;4;0;0;0;2
1000025;1A;6;4;1;1;3;7;0;2;8;1;8;2;2;4;0
1000026;1A;0;0;0;2;9;1;1;2;0;1;4;3;3;3;9
1000027;1A;3;3;0;2;3;3;2;0;10;0;6;0;4;4;9
1000028;1A;3;0;1;1;0;8;0;1;7;0;7;1;2;4;8
1000029;1A;7;2;1;0;7;9;1;5;0;1;4;3;0;3;10
1000030;1A;6;1;1;1;3;4;0;6;6;0;4;2;2;3;5
1000031;1A;7;4;1;2;3;3;1;0;4;1;8;1;1;2;4
1000032;1A;2;4;2;0;2;5;1;0;1;0;8;2;2;1;3
1000033;1A;5;3;1;0;8;8;0;1;0;1;8;1;4;1;2
1000034;1A;7;1;2;0;9;9;0;0;6;1;1;2;3;3;5
1000035;1A;3;3;2;1;2;6;0;8;1;1;3;2;3;0;8
1000036;1A;5;0;0;0;1;0;2;3;7;0;8;2;0;2;4
1000037;1A;7;2;0;2;6;1;2;2;6;0;7;2;3;5;8
1000038;1A;5;0;1;2;4;6;2;5;2;1;7;2;4;5;6
1000039;1A;1;4;0;1;9;4;2;3;5;0;3;2;4;0;10
1000040;1A;0;3;1;2;7;7;1;7;4;0;1;0;4;2;5
