Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3;3.1;3.2;3.3
Meerekenen;;true;true;true;true;true;true;true;true;true
Punten;;10;5;2;10;3;4;6;1;1
1000001;1A;4;4;2;7;0;2;1;1;1
1000002;1A;9;5;2;8;0;0;3;1;1
1000003;1A;7;4;0;8;2;4;1;1;1
1000004;1A;6;5;1;4;1;1;6;0;1
1000005;1A;0;3;2;3;1;4;1;0;0
1000006;1A;1;0;1;1;0;3;2;0;1
1000007;1A;10;0;2;0;1;3;2;1;1
1000008;1A;4;0;2;0;1;4;6;0;0
1000009;1A;4;3;2;7;3;4;1;1;0
1000010;1A;0;0;0;4;3;2;1;0;0
1000011;1A;6;4;2;5;1;3;1;1;1
1000012;1A;10;0;0;10;0;0;2;1;1
1000013;1A;4;4;1;5;1;1;6;0;1
1000014;1A;3;5;0;0;2;2;4;1;1
1000015;1A;6;3;0;7;0;3;0;1;0
1000016;1A;1;0;0;5;3;0;4;1;0
1000017;1A;0;1;0;0;2;4;3;0;1
1000018;1A;1;3;2;2;3;0;5;1;1
1000019;1A;10;2;1;4;0;3;1;1;0
1000020;1A;9;0;0;4;1;1;2;0;0
1000021;1A;9;3;2;10;2;3;1;1;0
1000022;1A;6;2;0;1;0;2;1;1;1
1000023;1A;4;0;2;10;1;4;5;1;0
1000024;1A;6;1;1;1;3;0;4;0;0
1000025;1A;6;2;1;1;1;3;0;0;1
1000026;1A;7;5;1;5;2;4;6;0;0
1000027;1A;2;5;2;0;1;0;0;0;0
