Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3;3.1;3.2;3.3;4.1;4.2;4.3;5.1;5.2;5.3
Meerekenen;;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true
Punten;;5;8;8;3;6;3;1;8;9;1;10;1;7;3;5
1000001;1A;1;5;8;3;0;2;1;7;6;1;0;1;3;3;4
1000002;1A;2;4;3;3;2;2;0;4;5;0;3;1;6;1;3
1000003;1A;3;6;3;3;6;2;0;3;9;1;10;1;6;1;5
1000004;1A;4;5;7;1;6;0;0;2;6;0;3;1;7;3;2
1000005;1A;4;3;5;0;1;2;1;2;6;0;2;0;5;2;4
1000006;1A;2;7;4;2;0;0;0;2;3;0;7;1;6;2;3
1000007;1A;1;6;5;1;1;2;0;3;0;1;3;0;1;0;3
1000008;1A;2;1;6;3;1;2;0;8;0;0;0;1;2;2;1
1000009;1A;5;0;5;1;4;2;0;2;7;0;10;1;4;0;2
1000010;1A;0;0;1;2;1;2;1;3;6;1;2;0;2;0;1
1000011;1A;2;1;3;1;6;3;1;5;7;1;1;1;5;3;4
1000012;1A;5;8;0;1;4;2;1;6;8;0;3;0;4;2;3
1000013;1A;0;3;0;1;2;1;1;6;3;1;9;0;6;1;3
1000014;1A;5;2;1;1;6;3;0;1;9;1;4;0;4;1;2
1000015;1A;1;6;0;1;6;1;0;0;6;0;9;0;3;3;2
1000016;1A;2;1;0;3;4;3;1;0;2;0;3;0;1;0;3
1000017;1A;2;3;1;1;2;2;0;5;9;1;0;0;4;0;5
