Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3;3.1;3.2;3.3
Meerekenen;;true;true;true;true;true;true;true;true;true
Punten;;9;10;10;10;6;2;10;4;3
1000001;1A;2;1;9;0;6;1;5;1;2
1000002;1A;8;9;4;9;0;2;10;0;2
1000003;1A;4;9;0;9;0;1;6;2;2
1000004;1A;3;9;7;3;4;2;3;1;2
1000005;1A;0;7;9;10;1;2;1;4;1
1000006;1A;8;2;10;1;2;1;8;1;2
1000007;1A;6;10;1;6;4;0;9;1;0
1000008;1A;7;6;0;1;4;1;8;2;1
1000009;1A;0;4;9;5;4;1;1;1;0
1000010;1A;0;4;6;5;3;0;1;3;1
1000011;1A;4;3;9;5;1;1;2;4;1
1000012;1A;5;5;6;9;6;2;1;1;0
1000013;1A;5;1;5;2;5;0;9;0;2
1000014;1A;9;10;9;2;3;2;6;2;0
1000015;1A;7;0;2;2;5;0;5;0;3
1000016;1A;7;7;8;1;4;2;9;3;0
1000017;1A;4;3;9;10;4;0;8;1;1
1000018;1A;9;3;3;10;2;0;9;1;1
1000019;1A;9;3;7;0;6;0;2;2;1
1000020;1A;0;0;4;4;1;0;0;4;0
1000021;1A;2;10;1;7;1;0;3;0;3
1000022;1A;8;8;2;2;6;1;5;1;1
1000023;1A;2;5;2;10;1;0;4;3;3
1000024;1A;6;2;10;1;3;0;6;1;1
1000025;1A;2;8;6;10;6;2;3;2;1
1000026;1A;7;7;6;0;3;2;9;1;1
1000027;1A;6;6;6;1;4;0;4;4;1
1000028;1A;9;1;5;5;5;0;7;2;1
1000029;1A;3;5;4;4;0;2;6;0;1
1000030;1A;7;2;1;7;4;1;5;3;1
1000031;1A;0;2;3;6;1;0;6;1;1
1000032;1A;0;0;0;3;6;0;4;2;0
1000033;1A;9;1;4;5;3;0;9;1;1
1000034;1A;4;1;7;6;6;1;6;1;2
1000035;1A;7;1;4;6;2;2;6;1;3
1000036;1A;3;10;0;10;5;1;1;0;2
1000037;1A;6;9;6;2;4;0;9;2;2
1000038;1A;4;0;8;2;5;2;3;4;3
1000039;1A;1;7;0;8;1;0;8;2;2
1000040;1A;1;8;6;6;4;0;1;1;3
1000041;1A;5;1;8;2;4;0;7;4;2
